developer_name,developer_name_en,developer_name_cn,developer_name_ko,developer_display_name,app_count,ios_gross_source_revenue_usd,revenue_usd_2025_cn_ios,revenue_basis,revenue_adjustment_multiplier,downloads_2025_cn_ios,avg_arpd_usd_2025_cn_ios,best_rank,developer_city_en,developer_city_ko,developer_country,location_precision,top_games,genres,subgenres,genre_search_text,game_classes,product_models,art_styles,themes,monetization_f2p,monetization_live_ops,monetization_gacha,publishers,corporate_parents,stock_tickers,avg_match_score,primary_genre,primary_subgenre,primary_genre_revenue_usd,primary_genre_revenue_share,primary_genre_top_games,primary_genre_revenue_share_pct,bd_score,bd_priority,bd_fit
"Hunan HRG Information Technology Co.,Limited","Hunan HRG Information Technology Co.,Limited","Hunan HRG Information Technology Co.,Limited",,"Hunan HRG Information Technology Co.,Limited",1,121942.86,170720.004,2025 중국 iOS+AOS 추정 순매출,1.4,9666,17.661908131595283,868,Hunan,후난,China,province_or_region,啪啪三国2-三国策略战争手游,RPG,Squad RPG,RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG,Action & Strategy,Mid-core,3D Anime,Three Kingdoms,1.0,1.0,1.0,"Hunan HRG Information Technology Co.,Limited",,,100.0,RPG,Squad RPG,170720.004,1.0,啪啪三国2-三国策略战争手游,100.0,50.3,C-니치/롱테일,RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Beijing Loading Technology Co., Ltd.","Beijing Loading Technology Co., Ltd.","Beijing Loading Technology Co., Ltd.",,"Beijing Loading Technology Co., Ltd.",2,121856.12000000001,170598.568,2025 중국 iOS+AOS 추정 순매출,1.4,8747,19.636575248695515,1018,Beijing,베이징,China,city,"江湖风云录-超自由武侠剧情角色扮演手游, 濡沫江湖",RPG,Turn-based RPG,RPG Turn-based RPG RPG/역할수행 角色扮演 턴제 RPG 回合制RPG RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG,Action & Strategy,Mid-core,"2D Anime, 2D Realistic",Wuxia,1.0,1.0,,北京络汀科技有限公司,,,100.0,RPG,Turn-based RPG,170598.568,1.0,"江湖风云录-超自由武侠剧情角色扮演手游, 濡沫江湖",100.0,57.7,B-우선 검토,RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG · 100% 집중 · LiveOps · Gacha · Mid-core
天 鞠,天 鞠,天 鞠,,天 鞠,1,121732.42,170425.38799999998,2025 중국 iOS+AOS 추정 순매출,1.4,23387,7.287184675246931,869,,,China,unknown,作妖计-全新爆笑策略手游,RPG,Squad RPG,RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG,Action & Strategy,Mid-core,2D Anime,Chinese Myth,1.0,1.0,1.0,天 鞠,,,100.0,RPG,Squad RPG,170425.38799999998,1.0,作妖计-全新爆笑策略手游,100.0,52.5,C-니치/롱테일,RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Shenzhen Yinyi Technology Co.,Ltd","Shenzhen Yinyi Technology Co.,Ltd","Shenzhen Yinyi Technology Co.,Ltd",,"Shenzhen Yinyi Technology Co.,Ltd",3,120467.71,168654.794,2025 중국 iOS+AOS 추정 순매출,1.4,165889,0.5019210845743026,1057,Shenzhen,선전,China,city,"消除大作战-好玩解压的畅爽三消休闲益智游戏, 守护球球-神秘的冒险之旅, 钢琴手-指尖飞舞","Puzzle, Simulation, Arcade","Match Swap, Tycoon / Crafting, Music / Rhythm","Puzzle Match Swap 퍼즐 益智 스왑 매치3 交换消除 퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting, Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm",Lifestyle & Puzzle,"Casual, Hypercasual","2D Cartoon, Flat","Art, City Building, Music",1.0,,,"Shenzhen yinyi Technology Co., Ltd",,,100.0,Puzzle,Match Swap,92113.84,0.5461679316391089,消除大作战-好玩解压的畅爽三消休闲益智游戏,54.61679316391089,62.7,B-우선 검토,"퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap · 55% 집중 · LiveOps · Gacha · Casual, Hypercasual"
"Shenyang Zongyi Technology Co., Ltd","Shenyang Zongyi Technology Co., Ltd","Shenyang Zongyi Technology Co., Ltd",,"Shenyang Zongyi Technology Co., Ltd",2,119191.48999999999,166868.08599999998,2025 중국 iOS+AOS 추정 순매출,1.4,587477,0.14187071153423875,878,Shenyang,선양,China,city,"斗地主经典版-Landlord vs Farmers, 糖果拼乐拼-单机消消除天天欢乐版","Casino, Puzzle","Landlord, Match Swap","Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, Puzzle Match Swap 퍼즐 益智 스왑 매치3 交换消除 퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap","Casino, Lifestyle & Puzzle",Casual,2D Cartoon,"Tabletop, Candy / Dessert",1.0,1.0,,"Shenyang Zongyi Technology Co., Ltd",,,100.0,Casino,Landlord,166691.55999999997,0.9989421224619307,斗地主经典版-Landlord vs Farmers,99.89421224619306,66.0,B-우선 검토,카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord · 100% 집중 · LiveOps · Gacha · Casual
"Xiamen Youma Technology Co., Ltd.","Xiamen Youma Technology Co., Ltd.","Xiamen Youma Technology Co., Ltd.",,"Xiamen Youma Technology Co., Ltd.",3,115134.03,161187.642,2025 중국 iOS+AOS 추정 순매출,1.4,34345,17.929292321709358,925,Xiamen,샤먼,China,city,"盼盼十三水, 疯狂牌九-推天九, 朋友圈麻将",Casino,"Poker, Landlord, Mahjong","Casino Poker 카지노 博彩/棋牌 포커 扑克 카지노 / 포커 · 博彩/棋牌 / 扑克 · Casino / Poker, Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong",Casino,"Hybridcasual, Casual","2D Realistic, 2D Cartoon","Tabletop, Mahjong",1.0,,,游马科技,,,0.0,Casino,Poker,146362.986,0.9080285819926568,盼盼十三水,90.80285819926569,62.8,B-우선 검토,"카지노 / 포커 · 博彩/棋牌 / 扑克 · Casino / Poker · 91% 집중 · LiveOps · Gacha · Hybridcasual, Casual"
"Shenzhenshi Qixunxinyou Technology Co.,Ltd","Shenzhenshi Qixunxinyou Technology Co.,Ltd","Shenzhenshi Qixunxinyou Technology Co.,Ltd",,"Shenzhenshi Qixunxinyou Technology Co.,Ltd",5,114737.61,160632.65399999998,2025 중국 iOS+AOS 추정 순매출,1.4,1196864,4.633811319263626,1035,,,China,unknown,"风味美食街：我的美食烹饪餐厅模拟游戏, 梦想设计家, 烹饪环游记, 合并萌龙岛, 美食烹饪家：经营中华美食餐厅","Simulation, Puzzle","Time Management, Match Swap, Match Merge 2, Tycoon / Crafting","Simulation Time Management 시뮬레이션 模拟经营 타임 매니지먼트 时间管理 시뮬레이션 / 타임 매니지먼트 · 模拟经营 / 时间管理 · Simulation / Time Management, Puzzle Match Swap 퍼즐 益智 스왑 매치3 交换消除 퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap, Puzzle Match Merge 2 퍼즐 益智 2매치 머지 二合一合成 퍼즐 / 2매치 머지 · 益智 / 二合一合成 · Puzzle / Match Merge 2, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting",Lifestyle & Puzzle,"Casual, Hypercasual",2D Cartoon,"Cooking / Food, Family / Baby, Dragon",1.0,1.0,,"Shenzhenshi Qixunxinyou Technology Co.,Ltd",,,100.0,Simulation,Time Management,119611.85599999999,0.7446297687393001,"风味美食街：我的美食烹饪餐厅模拟游戏, 烹饪环游记",74.46297687393,68.6,B-우선 검토,"시뮬레이션 / 타임 매니지먼트 · 模拟经营 / 时间管理 · Simulation / Time Management · 74% 집중 · LiveOps · Gacha · Casual, Hypercasual"
"Xiamen TunerGames Network Technology Co., Ltd.","Xiamen TunerGames Network Technology Co., Ltd.",四三九九网络股份有限公司,,四三九九网络股份有限公司,1,114522.75,160331.84999999998,2025 중국 iOS+AOS 추정 순매출,1.4,75497,2.1236850470879634,890,Zhejiang,저장,China,province_or_region,范式：起源,Arcade,Music / Rhythm,Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm,Lifestyle & Puzzle,Hypercasual,2D Anime,Music,1.0,,,"Xiamen TunerGames Network Technology Co., Ltd.",,,96.0,Arcade,Music / Rhythm,160331.84999999998,1.0,范式：起源,100.0,54.9,C-니치/롱테일,아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm · 100% 집중 · LiveOps · Gacha · Hypercasual
"Hainan Kakacattle Network Technology Co., Ltd.","Hainan Kakacattle Network Technology Co., Ltd.","Hainan Kakacattle Network Technology Co., Ltd.",,"Hainan Kakacattle Network Technology Co., Ltd.",2,112533.33,157546.66199999998,2025 중국 iOS+AOS 추정 순매출,1.4,31739,6.600887966167324,936,Hainan,하이난,China,province_or_region,"奇幻梦旅人：启程之诗, 魔狱奇迹-复古MU高爆版",RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,Stylized Realistic,Adventure,1.0,1.0,1.0,"Hainan Kakacattle Network Technology Co., Ltd.",,,100.0,RPG,MMORPG,157546.66199999998,1.0,"奇幻梦旅人：启程之诗, 魔狱奇迹-复古MU高爆版",100.0,60.6,B-우선 검토,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Beijing Globallink Computer Technology Co., Ltd.","Beijing Globallink Computer Technology Co., Ltd.","Beijing Globallink Computer Technology Co., Ltd.",,"Beijing Globallink Computer Technology Co., Ltd.",3,112245.35,157143.49,2025 중국 iOS+AOS 추정 순매출,1.4,8519,17.821650129457947,1051,Beijing,베이징,China,city,"联众菠萝扑克, 联众德州扑克-打比赛来联众, 麻将世界",Casino,"Casino Cards, Poker, Mahjong","Casino Casino Cards 카지노 博彩/棋牌 카지노 카드 博彩卡牌 카지노 / 카지노 카드 · 博彩/棋牌 / 博彩卡牌 · Casino / Casino Cards, Casino Poker 카지노 博彩/棋牌 포커 扑克 카지노 / 포커 · 博彩/棋牌 / 扑克 · Casino / Poker, Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong",Casino,Casual,2D Realistic,"Tabletop, Mahjong",1.0,,,"Beijing Globallink Computer Technology Co., Ltd.",,HKG: 6899,0.0,Casino,Casino Cards,93920.12,0.5976710839246347,联众菠萝扑克,59.76710839246348,55.8,B-우선 검토,카지노 / 카지노 카드 · 博彩/棋牌 / 博彩卡牌 · Casino / Casino Cards · 60% 집중 · LiveOps · Gacha · Casual
"Hangzhou Freshtaro Technology Co.,Ltd.","Hangzhou Freshtaro Technology Co.,Ltd.","Hangzhou Freshtaro Technology Co.,Ltd.",,"Hangzhou Freshtaro Technology Co.,Ltd.",4,111815.62,156541.868,2025 중국 iOS+AOS 추정 순매출,1.4,18335,9.46458897551887,1082,Hangzhou,항저우,China,city,"三国演义:吞噬无界, 乱世曹操传-三国单机RPG跑图游戏, 爱上钢琴－单机版钢琴节奏游戏, 纵横旅人：国风仙侠题材回合制RPG手游","RPG, Strategy, Arcade","Squad RPG, 4X Strategy, Music / Rhythm","RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy, Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm","Action & Strategy, Lifestyle & Puzzle","Mid-core, Hypercasual","2D Anime, 2D Cartoon, 3D Anime","Three Kingdoms, Music, Wuxia",1.0,1.0,1.0,"Hangzhou Freshtaro Technology Co.,Ltd.",Hitotsubashi Group,,100.0,RPG,Squad RPG,96657.27399999999,0.6174531787240459,"三国演义:吞噬无界, 纵横旅人：国风仙侠题材回合制RPG手游",61.74531787240459,59.3,B-우선 검토,"RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 62% 집중 · LiveOps · Gacha · Mid-core, Hypercasual"
秋驰 张,秋驰 张,上海同济大学电子音像出版社有限公司,,上海同济大学电子音像出版社有限公司,1,111477.47,156068.45799999998,2025 중국 iOS+AOS 추정 순매출,1.4,17372,8.98390847340548,898,,,China,unknown,MUSYNX,Arcade,Music / Rhythm,Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm,Lifestyle & Puzzle,Casual,2D Anime,Music,,,,秋驰 张,,,96.0,Arcade,Music / Rhythm,156068.45799999998,1.0,MUSYNX,100.0,51.1,C-니치/롱테일,아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm · 100% 집중 · LiveOps · Gacha · Casual
"Wingjoy Games Co., Ltd","Wingjoy Games Co., Ltd","Wingjoy Games Co., Ltd",,"Wingjoy Games Co., Ltd",3,110015.73,154022.02199999997,2025 중국 iOS+AOS 추정 순매출,1.4,82713,1.4600464088315432,900,,,China,unknown,"未来人生, 灵能冲击, My Fantasy Life 第二人生","Simulation, RPG","Avatar Life, Action RPG","Simulation Avatar Life 시뮬레이션 模拟经营 아바타 라이프 虚拟形象生活 시뮬레이션 / 아바타 라이프 · 模拟经营 / 虚拟形象生活 · Simulation / Avatar Life, RPG Action RPG RPG/역할수행 角色扮演 액션 RPG 动作RPG RPG/역할수행 / 액션 RPG · 角色扮演 / 动作RPG · RPG / Action RPG","Lifestyle & Puzzle, Action & Strategy","Casual, Mid-core","2D Anime, 3D Anime, Flat","Fashion / Aesthetics / Hair, Combat Arena, Family / Baby",1.0,,,"Wingjoy Games Co., Ltd",,,100.0,Simulation,Avatar Life,153820.00199999998,0.9986883693813603,"未来人生, My Fantasy Life 第二人生",99.86883693813603,65.4,B-우선 검토,"시뮬레이션 / 아바타 라이프 · 模拟经营 / 虚拟形象生活 · Simulation / Avatar Life · 100% 집중 · LiveOps · Gacha · Casual, Mid-core"
"Hainan Lianzhong Zhiqu Science & Technology Development Co., Ltd.","Hainan Lianzhong Zhiqu Science & Technology Development Co., Ltd.","Hainan Lianzhong Zhiqu Science & Technology Development Co., Ltd.",,"Hainan Lianzhong Zhiqu Science & Technology Development Co., Ltd.",1,109991.09,153987.52599999998,2025 중국 iOS+AOS 추정 순매출,1.4,147,1047.5341904761904,899,Hainan,하이난,China,province_or_region,达人麻将-红中血流,Casino,Mahjong,Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong,Casino,Casual,3D Anime,Mahjong,1.0,,,海南联众智趣科技发展有限公司,,,94.0,Casino,Mahjong,153987.52599999998,1.0,达人麻将-红中血流,100.0,45.5,C-니치/롱테일,카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong · 100% 집중 · LiveOps · Gacha · Casual
"HONGKONG 707 INTERACTIVE TECHNOLOGY CO., LIMITED","HONGKONG 707 INTERACTIVE TECHNOLOGY CO., LIMITED","HONGKONG 707 INTERACTIVE TECHNOLOGY CO., LIMITED",,"HONGKONG 707 INTERACTIVE TECHNOLOGY CO., LIMITED",2,109309.68,153033.55199999997,2025 중국 iOS+AOS 추정 순매출,1.4,248719,3.990875398177499,998,,,China,unknown,"决战羽毛球 - 联机对战, 糖果缤纷消-粉碎消除","Sports, Puzzle","Arcade Sports, Match Swap","Sports Arcade Sports 스포츠 体育 아케이드 스포츠 街机体育 스포츠 / 아케이드 스포츠 · 体育 / 街机体育 · Sports / Arcade Sports, Puzzle Match Swap 퍼즐 益智 스왑 매치3 交换消除 퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap","Sports & Racing, Lifestyle & Puzzle",Casual,"3D Cartoon, 2D Cartoon","Sports - Other, Candy / Dessert",1.0,1.0,,707 INTERACTIVE,,,100.0,Sports,Arcade Sports,111735.76399999998,0.7301389959242403,决战羽毛球 - 联机对战,73.01389959242402,61.7,B-우선 검토,스포츠 / 아케이드 스포츠 · 体育 / 街机体育 · Sports / Arcade Sports · 73% 집중 · LiveOps · Gacha · Casual
"Jilinsheng Xinze Network Technology Co., Ltd.","Jilinsheng Xinze Network Technology Co., Ltd.","Jilinsheng Xinze Network Technology Co., Ltd.",,"Jilinsheng Xinze Network Technology Co., Ltd.",2,108656.99,152119.78600000002,2025 중국 iOS+AOS 추정 순매출,1.4,33574,2.2076576815392865,915,,,China,unknown,"吉祥棋牌斗地主-欢乐真人单机游戏, 吉祥街机捕鱼",Casino,"Landlord, Fish Shooting","Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting",Casino,Casual,2D Cartoon,"Tabletop, Animal - Underwater",1.0,1.0,,"XZe Network Technology Co.,Ltd",,,0.0,Casino,Landlord,148239.798,0.9744938636713569,吉祥棋牌斗地主-欢乐真人单机游戏,97.44938636713569,60.0,B-우선 검토,카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord · 97% 집중 · LiveOps · Gacha · Casual
"Shanghai Kunguan Network Technology Co., Ltd.","Shanghai Kunguan Network Technology Co., Ltd.","Shanghai Kunguan Network Technology Co., Ltd.",,"Shanghai Kunguan Network Technology Co., Ltd.",1,108043.5,151260.9,2025 중국 iOS+AOS 추정 순매출,1.4,62736,2.4110701989288446,903,Shanghai,상하이,China,city,爆炒江湖 - 佛系经营 百年老店,Simulation,Tycoon / Crafting,Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting,Lifestyle & Puzzle,Casual,2D Cartoon,Cooking / Food,1.0,,,"Shanghai Kunguan Network Technology Co., Ltd.",,,0.0,Simulation,Tycoon / Crafting,151260.9,1.0,爆炒江湖 - 佛系经营 百年老店,100.0,53.9,C-니치/롱테일,시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting · 100% 집중 · LiveOps · Gacha · Casual
"Beijing Jack Tech Co., Ltd.","Beijing Jack Tech Co., Ltd.","Beijing Jack Tech Co., Ltd.",,"Beijing Jack Tech Co., Ltd.",1,107733.05,150826.27,2025 중국 iOS+AOS 추정 순매출,1.4,38717,3.895608389079732,906,Beijing,베이징,China,city,雀姬麻将,Casino,Mahjong,Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong,Casino,Casual,2D Anime,Mahjong,1.0,1.0,,"Beijing Jack Tech Co.,Ltd.",,,100.0,Casino,Mahjong,150826.27,1.0,雀姬麻将,100.0,52.7,C-니치/롱테일,카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong · 100% 집중 · LiveOps · Gacha · Casual
"Longyan Xingyou Network Technology Co., LTD","Longyan Xingyou Network Technology Co., LTD","Longyan Xingyou Network Technology Co., LTD",,"Longyan Xingyou Network Technology Co., LTD",1,107231.64,150124.296,2025 중국 iOS+AOS 추정 순매출,1.4,6327,23.727563774300616,908,,,China,unknown,至尊传说-正版热血传奇手游,RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,2D Realistic,Chinese Cultural,1.0,1.0,,"Longyan Xingyou Network Technology Co., LTD",WeMade Entertainment,,100.0,RPG,MMORPG,150124.296,1.0,至尊传说-正版热血传奇手游,100.0,48.2,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Hainan Ainiyou Network Technology Co.,Ltd.","Hainan Ainiyou Network Technology Co.,Ltd.","Hainan Ainiyou Network Technology Co.,Ltd.",,"Hainan Ainiyou Network Technology Co.,Ltd.",2,107043.16,149860.424,2025 중국 iOS+AOS 추정 순매출,1.4,39105,2.4744933900378054,922,Hainan,하이난,China,province_or_region,"表情包之战-表情大战一触即发, 我要修仙-全新神将挂机手游",RPG,"MMORPG, Idle RPG","RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG",Action & Strategy,"Hybridcasual, Mid-core","2D Cartoon, 2D Realistic","Adventure, Chinese Myth",1.0,1.0,,"Hainan Ainiyou Network Technology Co.,Ltd.",,,100.0,RPG,MMORPG,146839.742,0.9798433641159323,表情包之战-表情大战一触即发,97.98433641159323,60.2,B-우선 검토,"RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 98% 집중 · LiveOps · Gacha · Hybridcasual, Mid-core"
俊杰 吴,俊杰 吴,俊杰 吴,,俊杰 吴,5,107017.35,149824.28999999998,2025 중국 iOS+AOS 추정 순매출,1.4,11530,18.966572334345532,1072,,,China,unknown,"Arcade Basket, Free Kicks, UFO Beat, 3D Sling, iCrossRoad","Sports, Arcade","Arcade Sports, Realistic Sports, Music / Rhythm, Platformer / Runner","Sports Arcade Sports 스포츠 体育 아케이드 스포츠 街机体育 스포츠 / 아케이드 스포츠 · 体育 / 街机体育 · Sports / Arcade Sports, Sports Realistic Sports 스포츠 体育 리얼 스포츠 拟真体育 스포츠 / 리얼 스포츠 · 体育 / 拟真体育 · Sports / Realistic Sports, Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm, Arcade Platformer / Runner 아케이드 街机 플랫포머/러너 平台跑酷 아케이드 / 플랫포머/러너 · 街机 / 平台跑酷 · Arcade / Platformer / Runner","Sports & Racing, Lifestyle & Puzzle","Casual, Hypercasual","3D Realistic, Hypercasual","Sports - Basketball, Sports - Soccer, Music, Hypercasual",1.0,,,俊杰 吴,,,0.0,Sports,Arcade Sports,87329.81599999999,0.5828815607936471,Arcade Basket,58.288156079364704,57.9,B-우선 검토,"스포츠 / 아케이드 스포츠 · 体育 / 街机体育 · Sports / Arcade Sports · 58% 집중 · LiveOps · Gacha · Casual, Hypercasual"
"HK FOREVER9 TECHNOLOGY CO., LIMITED","HK FOREVER9 TECHNOLOGY CO., LIMITED","HK FOREVER9 TECHNOLOGY CO., LIMITED",,"HK FOREVER9 TECHNOLOGY CO., LIMITED",1,106703.61,149385.054,2025 중국 iOS+AOS 추정 순매출,1.4,37400,3.9942527807486634,911,,,China,unknown,猪来了-社交游戏,Casino,Coin Looters,Casino Coin Looters 카지노 博彩/棋牌 코인 루터 金币掠夺 카지노 / 코인 루터 · 博彩/棋牌 / 金币掠夺 · Casino / Coin Looters,Casino,Casual,2D Cartoon,Animal - Farm,1.0,1.0,,"HK FOREVER9 TECHNOLOGY CO., LIMITED",,NASDAQ: APP,0.0,Casino,Coin Looters,149385.054,1.0,猪来了-社交游戏,100.0,52.4,C-니치/롱테일,카지노 / 코인 루터 · 博彩/棋牌 / 金币掠夺 · Casino / Coin Looters · 100% 집중 · LiveOps · Gacha · Casual
"Shanghai Zhaobei Network Technology Co., Ltd","Shanghai Zhaobei Network Technology Co., Ltd","Shanghai Zhaobei Network Technology Co., Ltd",,"Shanghai Zhaobei Network Technology Co., Ltd",1,106619.65,149267.50999999998,2025 중국 iOS+AOS 추정 순매출,1.4,6,24877.91833333333,912,Shanghai,상하이,China,city,闪亮斗地主,Casino,Landlord,Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord,Casino,Casual,2D Anime,Tabletop,1.0,,,上海召北网络科技有限公司,,,0.0,Casino,Landlord,149267.50999999998,1.0,闪亮斗地主,100.0,44.4,C-니치/롱테일,카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord · 100% 집중 · LiveOps · Gacha · Casual
"Shaoxing Kuaifei Network Technology Co., Ltd","Shaoxing Kuaifei Network Technology Co., Ltd",四三九九网络股份有限公司,,四三九九网络股份有限公司,1,106246.14,148744.596,2025 중국 iOS+AOS 추정 순매출,1.4,1296416,0.11473523622047244,914,,,China,unknown,Marooned,RPG,Survival,RPG Survival RPG/역할수행 角色扮演 서바이벌 生存 RPG/역할수행 / 서바이벌 · 角色扮演 / 生存 · RPG / Survival,Action & Strategy,Casual,2D Cartoon,Survival - Wilderness,1.0,1.0,,"Shaoxing Kuaifei Network Technology Co., Ltd",,,96.0,RPG,Survival,148744.596,1.0,Marooned,100.0,57.7,B-우선 검토,RPG/역할수행 / 서바이벌 · 角色扮演 / 生存 · RPG / Survival · 100% 집중 · LiveOps · Gacha · Casual
"Shanghai LanZhi Network Technology Co., Ltd","Shanghai LanZhi Network Technology Co., Ltd",上海蓝指网络科技有限公司,,上海蓝指网络科技有限公司,1,105881.3,148233.82,2025 중국 iOS+AOS 추정 순매출,1.4,6428,23.060644057249533,916,Shanghai,상하이,China,city,全民乐舞,Arcade,Music / Rhythm,Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm,Lifestyle & Puzzle,Hybridcasual,3D Anime,Music,1.0,,,上海蓝指网络科技有限公司,,,100.0,Arcade,Music / Rhythm,148233.82,1.0,全民乐舞,100.0,47.9,C-니치/롱테일,아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm · 100% 집중 · LiveOps · Gacha · Hybridcasual
