Unified ID,Unified Publisher Name,Unified Publisher ID,Publisher Name,Publisher ID,App Name,App ID,Qimai_App_ID,Qimai_중국_게임명,Qimai_중국_부제,Qimai_개발자명_raw,Qimai_공급사명,Qimai_퍼블리셔명,Qimai_개발사_중문표준,Qimai_개발사_한글표기,Qimai_개발사_영문표준,개발사_표준화방식,Qimai_장르_raw,Qimai_장르_한글,SensorTower_카테고리_IDs,SensorTower_카테고리_전체_EN,SensorTower_카테고리_전체_KO,SensorTower_큰장르_EN,SensorTower_큰장르_KO,SensorTower_세부장르_EN,SensorTower_세부장르_KO,战略大品类Tag,战略细分品类Tag,전략대분류_KO,전략세부분류_KO,战略Tag_判定依据,战略Tag_置信度,SensorTower_대표세부장르_EN,SensorTower_대표세부장르_KO,SensorTower_보조세부장르_EN,SensorTower_보조세부장르_KO,SensorTower_장르태그_API상태,SensorTower_장르태그_API오류,SensorTower_메타_게임명,SensorTower_메타_퍼블리셔,Qimai_출시일,Qimai_업데이트일,Qimai_Bundle_ID,Qimai_AppStore_URL,Qimai_URL,Qimai_데이터출처,Qimai_매칭점수,Qimai_매칭근거,검토메모,퍼블리셔명_보완메모,Qimai_출시일_releasecmp,SensorTower_출시일,출시일_비교결과,출시일_일수차이_ST_minus_Qimai,SensorTower_게임명,SensorTower_퍼블리셔명,SensorTower_URL,Qimai_출시일_비교파일,Qimai_출시일_final,적용_출시일,적용_출시일_출처,적용_출시일_메모,매출집계_시작일,매출집계_종료일,적용_출시일_출처_초기,최종_매출집계_시작일,최종_매출집계_종료일,최종_출시일_매출기준,매출기반_추정시작월,SensorTower_전체기간_Net_USD_참고,SensorTower_전체기간_월row수_참고,SensorTower_iOS_Net_USD_12개월,원매출_Gross_USD_수수료포함_12개월,원매출_Gross_KRW_수수료포함_12개월,원매출_Gross_KRW_억원_12개월,환율_KRW_per_USD,플랫폼수수료_가정,ST_일별row_일수,매출집계_메모,최근12개월_매출집계_시작일,최근12개월_매출집계_종료일,최근12개월_SensorTower_iOS_Net_USD,최근12개월_원매출_Gross_USD_수수료포함,최근12개월_원매출_Gross_KRW_수수료포함,최근12개월_원매출_Gross_KRW_억원,최근12개월_ST_일수,최근12개월_ST_매출상태
5c16fce178cf39639464f750,ZlongGames,5b9d26492dc6a210bdd8207f,"Shanghai Zishun Information Technology Co., Ltd.",1259664387,梦幻模拟战,1316322292,1316322292.0,梦幻模拟战,梦幻典藏LLR英雄登场！,"Shanghai Zishun Information Technology Co., Ltd.","Shanghai Zishun Information Technology Co., Ltd.","Shanghai Zishun Information Technology Co., Ltd.",祖龙娱乐,아키소어/조룡엔터,Zlong / Archosaur,sensor_tower_company_alias,角色扮演/策略,RPG/전략,"6014,6016,7014,7017",Games/Entertainment/Role Playing/Strategy,게임/엔터테인먼트/RPG/전략,Games,게임,Role Playing/Strategy,RPG/전략,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,19개 대분류 재태깅: 기존 SLG 세부→하드 SLG,상,Role Playing,RPG,Strategy,전략,성공,,梦幻模拟战,"Shanghai Zishun Information Technology Co., Ltd.",2018-08-01,2026-05-20,com.zlongame.mhmnz,https://apps.apple.com/cn/app/id1316322292,https://www.qimai.cn/app/baseinfo/appid/1316322292/country/cn,existing_cache_app_id,,,,sensor_tower_company_alias,2018-08-01,2018-08-02,월일치_일자차이,1.0,梦幻模拟战,"Shanghai Zishun Information Technology Co., Ltd.",https://app.sensortower.com/ios/cn/shanghai-zishun-information-technology-co-ltd/app/meng-huan-mo-ni-zhan/1316322292/,2018-08-01,2018-08-01,2018-08-02,SensorTower_출시일,Sensor Tower release_date 우선 사용,2018-08-02,2019-08-01,SensorTower_출시일,2018-08-02,2019-08-01,SensorTower_출시일,,,,117928186.37000012,168468837.67142877,245964503000.286,2459.64503000286,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,365,Sensor Tower release_date 우선 사용,2025-06-01,2026-05-31,3910260.7400000016,5586086.771428574,8155686686.285718,81.55686686285718,365,정상
596eceb20211a6f4fc000063,Tencent,5614b2f53f07e2077c000059,Tencent Mobile Games,446324237,轩辕传奇手游,1177889195,1177889195.0,轩辕传奇手游,PVP战斗生态体验全面升级,Tencent Mobile Games,Shenzhen Tencent Computer Systems Company Limited,Tencent Mobile Games,腾讯,텐센트,Tencent,sensor_tower_company_alias,角色扮演,RPG,"6014,7014",Games/Role Playing,게임/RPG,Games,게임,Role Playing,RPG,MMORPG,MMORPG,MMORPG,MMORPG,19개 대분류 재태깅: 기존 MMORPG,상,Role Playing,RPG,,,성공,,轩辕传奇手游,Tencent Mobile Games,2017-07-18,2026-06-01,com.tencent.xymobile,https://apps.apple.com/cn/app/id1177889195,https://www.qimai.cn/app/baseinfo/appid/1177889195/country/cn,existing_cache_app_id,,,,sensor_tower_company_alias,2017-07-18,,ST_출시일없음,,轩辕传奇手游,Tencent Mobile Games,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/xuan-yuan-chuan-qi-shou-you/1177889195/,2017-07-18,2017-07-18,2017-07-18,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2017-07-18,2018-07-17,Qimai_출시일,2017-07-18,2018-07-17,Qimai_출시일,,,,56505389.92999995,80721985.61428565,117854098996.85704,1178.5409899685703,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,365,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,4493789.159999997,6419698.799999997,9372760247.999996,93.72760247999996,365,정상
66b94c14594b7b25a9381de9,iQIYI,5fd441caeafbc60aeb5650c7,爱奇艺游戏,1173398217,佣兵小镇,6478912790,6478912790.0,佣兵小镇,开心锤锤联动,爱奇艺游戏,"Shanghai IQIYI Culture Media Co., Ltd.",爱奇艺游戏,爱奇艺游戏,爱奇艺游戏,,sensor_tower_chinese_raw_fill,冒险/角色扮演,어드벤처/RPG,"6014,7002,7014",Games/Adventure/Role Playing,게임/어드벤처/RPG,Games,게임,Adventure/Role Playing,어드벤처/RPG,ARPG,ARPG,ARPG,ARPG,19개 대분류 재태깅: RPG 일반→ARPG 통합,상,Adventure,어드벤처,Role Playing,RPG,성공,,佣兵小镇,爱奇艺游戏,2024-10-24,2026-06-08,com.iqiyi.ybxz.gnios,https://apps.apple.com/cn/app/id6478912790,https://www.qimai.cn/app/baseinfo/appid/6478912790/country/cn,existing_cache_app_id,,,,sensor_tower_chinese_raw_fill,2024-10-24,,ST_출시일없음,,佣兵小镇,爱奇艺游戏,https://app.sensortower.com/ios/cn/ai-qi-yi-you-xi/app/yong-bing-xiao-zhen/6478912790/,2024-10-24,2024-10-24,2024-10-24,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2024-10-24,2025-10-23,Qimai_출시일,2024-10-24,2025-10-23,Qimai_출시일,,,,5967453.329999993,8524933.328571418,12446402659.714272,124.46402659714272,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,365,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,2099029.6000000024,2998613.714285718,4377976022.857148,43.77976022857148,365,정상
59f6a5e441bf253330f9bc36,Konami,560c84aa8ac3506439034e48,网易移动游戏,656116440,实况:王者集结,1355684731,1355684731.0,实况:王者集结,巨星集结，与世界同台,网易移动游戏,"Hangzhou NetEase Leihuo Technology Co., Ltd.",网易移动游戏,网易,넷이즈,NetEase,sensor_tower_company_alias,卡牌/体育,카드/스포츠,"6014,7005,7016",Games/Card/Sports,게임/카드/스포츠,Games,게임,Card/Sports,카드/스포츠,경기/스포츠·레이싱,스포츠,경기/스포츠·레이싱,스포츠,19개 대분류 재태깅: 키워드/스포츠,상,Card,카드,Sports,스포츠,성공,,实况:王者集结,网易移动游戏,2018-05-31,2026-06-01,com.netease.wecc,https://apps.apple.com/cn/app/id1355684731,https://www.qimai.cn/app/baseinfo/appid/1355684731/country/cn,qimai_appid_api,300.0,App ID direct,,sensor_tower_company_alias,2018-05-31,,ST_출시일없음,,实况:王者集结,网易移动游戏,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/shi-kuang-wang-zhe-ji-jie/1355684731/,2018-05-31,2018-05-31,2018-05-31,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2018-05-31,2019-05-30,Qimai_출시일,2018-05-31,2019-05-30,Qimai_출시일,,,,2529922.560000001,3614175.085714288,5276695625.14286,52.7669562514286,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,365,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,3962589.9399999976,5660842.771428568,8264830446.285709,82.6483044628571,365,정상
608aade0ddd8f137da8ac09c,Perfect World,561549873f07e25d29043e80,Perfect World Mobile,1503319490,梦幻新诛仙.魔天音,1503319491,1503319491.0,梦幻新诛仙.魔天音,回合制颜值天花板，天音第二流派登场,Perfect World Mobile,"Chengdu Tianzhiyou Technology Co., Ltd",Perfect World Mobile,完美世界,완미세계,Perfect World,sensor_tower_company_alias,角色扮演/策略,RPG/전략,"6014,7014,6005,7017",Games/Role Playing/6005/Strategy,게임/RPG/6005/전략,Games,게임,Role Playing/Strategy,RPG/전략,SRPG,SRPG,SRPG,SRPG,19개 대분류 재태깅: 기존 턴제/SRPG,상,Role Playing,RPG,Strategy,전략,성공,,梦幻新诛仙.魔天音,Perfect World Mobile,2021-06-23,2026-03-26,com.pwrd.tzy.mhxzx,https://apps.apple.com/cn/app/id1503319491,https://www.qimai.cn/app/baseinfo/appid/1503319491/country/cn,qimai_appid_api,300.0,App ID direct,,sensor_tower_company_alias,2021-06-23,,ST_출시일없음,,梦幻新诛仙.魔天音,Perfect World Mobile,https://app.sensortower.com/ios/cn/perfect-world-mobile/app/meng-huan-xin-zhu-xian-mo-tian-yin/1503319491/,2021-06-23,2021-06-23,2021-06-23,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2021-06-23,2022-06-22,Qimai_출시일,2021-06-23,2022-06-22,Qimai_출시일,,,,76970097.73999994,109957282.4857142,160537632429.14273,1605.3763242914274,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,364,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,3333304.2600000016,4761863.228571431,6952320313.714289,69.52320313714289,365,정상
5ddd76643ea983033fef32b4,上海数渔信息科技有限公司,696f980074d2ead45c819069,上海数渔信息科技有限公司,1870430661,捕鱼炸翻天-修仙捕鱼,1477923015,1477923015.0,捕鱼炸翻天-修仙捕鱼,欢乐真人千炮捕鱼，全新赛季，狂欢即刻开启！,上海数渔信息科技有限公司,Shanghai Shuyu Information Technology Company Limited,上海数渔信息科技有限公司,数渔信息,수위 정보기술,Shuyu Information,sensor_tower_company_alias,娱乐场/休闲,카지노/캐주얼,"6014,7006,6016,7003",Games/Casino/Entertainment/Casual,게임/카지노/엔터테인먼트/캐주얼,Games,게임,Casino/Casual,카지노/캐주얼,보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,19개 대분류 재태깅: 기존 보드/체스/마작,상,Casino,카지노,Casual,캐주얼,성공,,捕鱼炸翻天-修仙捕鱼,上海数渔信息科技有限公司,2019-11-21,2026-04-29,com.zftby.new.ios,https://apps.apple.com/cn/app/id1477923015,https://www.qimai.cn/app/baseinfo/appid/1477923015/country/cn,existing_cache_app_id,,,,sensor_tower_company_alias,2019-11-21,,ST_출시일없음,,捕鱼炸翻天-修仙捕鱼,上海数渔信息科技有限公司,https://app.sensortower.com/ios/cn/shang-hai-shu-yu-xin-xi-ke-ji-you-xian-gong-si/app/bu-yu-zha-fan-tian-xiu-xian-bu-yu/1477923015/,2019-11-21,2019-11-21,2019-11-21,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2019-11-21,2020-11-20,Qimai_출시일,2019-11-21,2020-11-20,Qimai_출시일,,,,11743965.589999996,16777093.699999996,24494556801.999992,244.9455680199999,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,365,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,3653967.2099999986,5219953.157142855,7621131609.428569,76.21131609428569,365,정상
694e50c60a1d560a893602e8,37 Interactive Entertainment,606b8039eafbc63739a8b85b,"Guangzhou Longchang Network Technology Co., Ltd.",1837105858,生存33天,6754961990,6754961990.0,生存33天,末日搜打撤，成龙来生存,"Guangzhou Longchang Network Technology Co., Ltd.","Guangzhou Longchang Network Technology Co.,Ltd","Guangzhou Longchang Network Technology Co., Ltd.",三七互娱,37게임즈,37 Interactive Entertainment,sensor_tower_company_alias,卡牌/角色扮演,카드/RPG,"6014,7005,7014",Games/Card/Role Playing,게임/카드/RPG,Games,게임,Card/Role Playing,카드/RPG,카드게임,수집/육성 카드,카드게임,수집/육성 카드,19개 대분류 재태깅: 기존 카드,상,Card,카드,Role Playing,RPG,성공,,生存33天,"Guangzhou Longchang Network Technology Co., Ltd.",2026-01-01,2026-06-01,com.sy.scssst,https://apps.apple.com/cn/app/id6754961990,https://www.qimai.cn/app/baseinfo/appid/6754961990/country/cn,existing_cache_app_id,,,,sensor_tower_company_alias,2026-01-01,,ST_출시일없음,,生存33天,"Guangzhou Longchang Network Technology Co., Ltd.",https://app.sensortower.com/ios/cn/guangzhou-longchang-network-technology-co-ltd/app/sheng-cun-33tian/6754961990/,2026-01-01,2026-01-01,2026-01-01,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2026-01-01,2026-12-31,Qimai_출시일,2026-01-01,2026-12-31,Qimai_출시일,,,,5921860.750000001,8459801.071428573,12351309564.285715,123.51309564285717,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,166,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,5655282.090000001,8078974.414285716,11795302644.857145,117.95302644857145,151,정상
62fcc3df67dd010e2b723436,Bingchuan Network,5f2bb4a8fc4ad4599e0ab418,盛哲游戏,1631282720,超能世界,1637377185,1637377185.0,超能世界,放置卡牌对战休闲游戏,盛哲游戏,"Hainan Shengzhe Network Technology Co., Ltd.",盛哲游戏,冰川网络,빙촨 네트워크,Bingchuan Network,sensor_tower_company_alias,卡牌/休闲,카드/캐주얼,"6014,7005,7003",Games/Card/Casual,게임/카드/캐주얼,Games,게임,Card/Casual,카드/캐주얼,캐주얼,방치,캐주얼,방치,19개 대분류 재태깅: 키워드/방치/挂机,상,Card,카드,Casual,캐주얼,성공,,超能世界,盛哲游戏,2022-08-16,2026-05-27,com.cnsj.bcwl,https://apps.apple.com/cn/app/id1637377185,https://www.qimai.cn/app/baseinfo/appid/1637377185/country/cn,qimai_appid_api,300.0,App ID direct,,sensor_tower_company_alias,2022-08-16,,ST_출시일없음,,超能世界,盛哲游戏,https://app.sensortower.com/ios/cn/sheng-zhe-you-xi/app/chao-neng-shi-jie/1637377185/,2022-08-16,2022-08-16,2022-08-16,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2022-08-16,2023-08-15,Qimai_출시일,2022-08-16,2023-08-15,Qimai_출시일,,,,40712717.580000006,58161025.11428572,84915096666.85715,849.1509666685715,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,306,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,3254601.9499999993,4649431.357142856,6788169781.42857,67.8816978142857,365,정상
621e0458b5522e3ab6de049e,Tencent,5614b2f53f07e2077c000059,Shenzhen Tencent Tianyou Technology Ltd,1586101358,重返帝国-帝国时代正版合作,1596001475,1596001475.0,重返帝国-帝国时代正版合作,新一代策略手游,Shenzhen Tencent Tianyou Technology Ltd,Shenzhen Tencent Tianyou Technology Ltd,Shenzhen Tencent Tianyou Technology Ltd,腾讯,텐센트,Tencent,sensor_tower_company_alias,模拟/策略,시뮬레이션/전략,"6014,7015,7017",Games/Simulation/Strategy,게임/시뮬레이션/전략,Games,게임,Simulation/Strategy,시뮬레이션/전략,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,19개 대분류 재태깅: 기존 SLG 세부→하드 SLG,상,Simulation,시뮬레이션,Strategy,전략,성공,,重返帝国-帝国时代正版合作,Shenzhen Tencent Tianyou Technology Ltd,2022-03-29,2026-05-21,com.tencent.timiaoe,https://apps.apple.com/cn/app/id1596001475,https://www.qimai.cn/app/baseinfo/appid/1596001475/country/cn,existing_cache_app_id,,,,sensor_tower_company_alias,2022-03-29,,ST_출시일없음,,重返帝国-帝国时代正版合作,Shenzhen Tencent Tianyou Technology Ltd,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/zhong-fan-di-guo-di-guo-shi-dai-zheng-ban-he-zuo/1596001475/,2022-03-29,2022-03-29,2022-03-29,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2022-03-29,2023-03-28,Qimai_출시일,2022-03-29,2023-03-28,Qimai_출시일,,,,41586118.64000006,59408740.9142858,86736761734.85727,867.3676173485727,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,365,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,3482765.690000002,4975379.55714286,7264054153.4285755,72.64054153428576,365,정상
5a326b350211a692f66bab0e,Wargaming.net,5628918702ac648b28003cc7,网易移动游戏,656116440,坦克世界闪击战,1294541784,1294541784.0,坦克世界闪击战,全球知名坦克竞技手游,网易移动游戏,"Hangzhou NetEase Leihuo Technology Co., Ltd.",网易移动游戏,网易,넷이즈,NetEase,sensor_tower_company_alias,动作/角色扮演,액션/RPG,"6014,7001,7014",Games/Action/Role Playing,게임/액션/RPG,Games,게임,Action/Role Playing,액션/RPG,ARPG,ARPG,ARPG,ARPG,19개 대분류 재태깅: 기존 ARPG,상,Action,액션,Role Playing,RPG,성공,,坦克世界闪击战,网易移动游戏,2017-12-13,2026-04-09,com.netease.wot,https://apps.apple.com/cn/app/id1294541784,https://www.qimai.cn/app/baseinfo/appid/1294541784/country/cn,qimai_appid_api,300.0,App ID direct,,sensor_tower_company_alias,2017-12-13,,ST_출시일없음,,坦克世界闪击战,网易移动游戏,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/tan-ke-shi-jie-shan-ji-zhan/1294541784/,2017-12-13,2017-12-13,2017-12-13,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2017-12-13,2018-12-12,Qimai_출시일,2017-12-13,2018-12-12,Qimai_출시일,,,,1491391.4800000018,2130559.25714286,3110616515.4285755,31.106165154285755,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,365,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,3872843.809999999,5532634.014285713,8077645660.8571415,80.77645660857141,365,정상
5acb57479f479f6bbc8fadb9,Giant Network,56289f6102ac6486a701df9b,巨人网络科技有限公司,542097913,征途2,1249214212,1249214212.0,征途2,巨人正统，经典征途,巨人网络科技有限公司,"Giant Network Technology Co., Ltd.",巨人网络科技有限公司,巨人网络,자이언트 네트워크,Giant Network,sensor_tower_chinese_raw_fill,角色扮演/动作,RPG/액션,"6014,7014,7001",Games/Role Playing/Action,게임/RPG/액션,Games,게임,Role Playing/Action,RPG/액션,ARPG,ARPG,ARPG,ARPG,19개 대분류 재태깅: 기존 ARPG,상,Role Playing,RPG,Action,액션,성공,,征途2,巨人网络科技有限公司,2018-04-09,2026-05-29,com.ztgame.zt2mobile,https://apps.apple.com/cn/app/id1249214212,https://www.qimai.cn/app/baseinfo/appid/1249214212/country/cn,existing_cache_app_id,,,,sensor_tower_chinese_raw_fill,2018-04-09,,ST_출시일없음,,征途2,巨人网络科技有限公司,https://app.sensortower.com/ios/cn/ju-ren-wang-luo-ke-ji-you-xian-gong-si/app/zheng-tu-2/1249214212/,2018-04-09,2018-04-09,2018-04-09,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2018-04-09,2019-04-08,Qimai_출시일,2018-04-09,2019-04-08,Qimai_출시일,,,,14203855.750000006,20291222.500000007,29625184850.00001,296.2518485000001,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,365,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,3770584.589999998,5386549.414285712,7864362144.85714,78.6436214485714,365,정상
6986f9dbb94693e318f26ec6,Perfect World,561549873f07e25d29043e80,完美世界游戏,1522617724,异环,6514281568,6514281568.0,异环,超自然都市开放世界RPG,完美世界游戏,"Hottagames  Co.,Ltd",完美世界游戏,完美世界,완미세계,Perfect World,sensor_tower_company_alias,角色扮演/动作,RPG/액션,"6014,7014,7001",Games/Role Playing/Action,게임/RPG/액션,Games,게임,Role Playing/Action,RPG/액션,ARPG,ARPG,ARPG,ARPG,19개 대분류 재태깅: 기존 ARPG,상,Role Playing,RPG,Action,액션,성공,,异环,完美世界游戏,2026-04-21,2026-05-27,com.pwrd.yh.ios,https://apps.apple.com/cn/app/id6514281568,https://www.qimai.cn/app/baseinfo/appid/6514281568/country/cn,existing_cache_app_id,,,,sensor_tower_company_alias,2026-04-21,,ST_출시일없음,,异环,完美世界游戏,https://app.sensortower.com/ios/cn/wan-mei-shi-jie-you-xi/app/yi-huan/6514281568/,2026-04-21,2026-04-21,2026-04-21,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2026-04-21,2027-04-20,Qimai_출시일,2026-04-21,2027-04-20,Qimai_출시일,,,,6103614.619999998,8719449.457142856,12730396207.42857,127.30396207428568,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,56,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,5486894.38,7838420.542857143,11444093992.571428,114.44093992571429,41,정상
572b95f10211a69ae20002b5,Tencent,5614b2f53f07e2077c000059,Tencent Mobile Games,446324237,征途,1089038738,1089038738.0,征途,国战缔造者,Tencent Mobile Games,Shenzhen Tencent Computer Systems Company Limited,Tencent Mobile Games,腾讯,텐센트,Tencent,sensor_tower_company_alias,动作/角色扮演,액션/RPG,"6014,7001,7014",Games/Action/Role Playing,게임/액션/RPG,Games,게임,Action/Role Playing,액션/RPG,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,19개 대분류 재태깅: 기존 SLG 세부→하드 SLG,상,Action,액션,Role Playing,RPG,성공,,征途,Tencent Mobile Games,2016-04-27,2025-07-30,com.tencent.zhengtuiphone,https://apps.apple.com/cn/app/id1089038738,https://www.qimai.cn/app/baseinfo/appid/1089038738/country/cn,existing_cache_app_id,,,,sensor_tower_company_alias,2016-04-27,,ST_출시일없음,,征途,Tencent Mobile Games,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/zheng-tu/1089038738/,2016-04-27,2016-04-27,2016-04-27,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2016-04-27,2017-04-26,Qimai_출시일,2016-04-27,2017-04-26,Qimai_출시일,,,,97983341.15999997,139976201.6571428,204365254419.42847,2043.6525441942847,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,357,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,3833142.4300000006,5475917.757142859,7994839925.428574,79.94839925428573,365,정상
55d93d8302ac645ad20d985c,Tencent,5614b2f53f07e2077c000059,Tencent Mobile Games,446324237,全民飞机大战,731871690,731871690.0,全民飞机大战,全民飞机大战,Tencent Mobile Games,Shenzhen Tencent Computer Systems Company Limited,Tencent Mobile Games,腾讯,텐센트,Tencent,sensor_tower_company_alias,休闲/动作,캐주얼/액션,"6014,7003,7001",Games/Casual/Action,게임/캐주얼/액션,Games,게임,Casual/Action,캐주얼/액션,비행 슈팅,비행 슈팅,비행 슈팅,비행 슈팅,19개 대분류 재태깅: 키워드/비행 슈팅,상,Casual,캐주얼,Action,액션,성공,,全民飞机大战,Tencent Mobile Games,2014-01-08,2026-05-21,com.tencent.feiji,https://apps.apple.com/cn/app/id731871690,https://www.qimai.cn/app/baseinfo/appid/731871690/country/cn,existing_cache_app_id,,,,sensor_tower_company_alias,2014-01-08,,ST_출시일없음,,全民飞机大战,Tencent Mobile Games,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/quan-min-fei-ji-da-zhan/731871690/,2014-01-08,2014-01-08,2014-01-08,Qimai_출시일,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2014-01-08,2015-01-07,Qimai_출시일,2014-01-08,2015-01-07,Qimai_출시일,,,,66581370.5,95116243.57142858,138869715614.28574,1388.6971561428577,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,364,Sensor Tower 출시일 없음 → Qimai 출시일 사용,2025-06-01,2026-05-31,4092288.290000003,5846126.128571433,8535344147.714293,85.35344147714292,365,정상
55c5704402ac64f9c000377b,道格拉斯(杭州)科技有限责任公司,6406be83dd03c77bb3f37912,"Douglas (Hangzhou) Technology Co., LTD",1674479507,台球世界-桌球斯诺克竞技游戏,548592311,548592311.0,台球世界-桌球斯诺克竞技游戏,专业的台球竞技平台,"Douglas (Hangzhou) Technology Co., LTD","Douglas (Hangzhou) Technology Co., LTD","Douglas (Hangzhou) Technology Co., LTD","Douglas (Hangzhou) Technology Co., LTD",道格拉斯(杭州)科技有限责任公司,,sensor_tower_chinese_raw_fill,桌面/体育,보드/스포츠,"6014,7004,7016,6004",Games/Board/Sports/6004,게임/보드/스포츠/6004,Games,게임,Board/Sports,보드/스포츠,경기/스포츠·레이싱,스포츠,경기/스포츠·레이싱,스포츠,19개 대분류 재태깅: 키워드/스포츠,상,Board,보드,Sports,스포츠,성공,,台球世界-桌球斯诺克竞技游戏,"Douglas (Hangzhou) Technology Co., LTD",2012-09-06,2026-05-22,com.dreamtop.DevelopBall8,https://apps.apple.com/cn/app/id548592311,https://www.qimai.cn/app/baseinfo/appid/548592311/country/cn,existing_cache_app_id,,,,sensor_tower_chinese_raw_fill,2012-09-06,2012-09-06,일치,0.0,台球世界-桌球斯诺克竞技游戏,"Douglas (Hangzhou) Technology Co., LTD",https://app.sensortower.com/ios/cn/douglas-hangzhou-technology-co-ltd/app/tai-qiu-shi-jie-zhuo-qiu-si-nuo-ke-jing-ji-you-xi/548592311/,2012-09-06,2012-09-06,2012-09-06,SensorTower_출시일,Sensor Tower release_date 우선 사용,2012-09-06,2013-09-05,SensorTower_출시일,2012-09-06,2013-09-05,SensorTower_출시일,,,,2059.25,2941.7857142857147,4295007.142857144,0.0429500714285714,1460,Sensor Tower iOS Net / 0.70 = 수수료 포함 원매출,299,Sensor Tower release_date 우선 사용,2025-06-01,2026-05-31,3479118.1400000006,4970168.771428573,7256446406.285716,72.56446406285716,365,정상
