순위,게임명_중문,게임명_한글_초안,개발사_한글,개발사_중문,战略大品类Tag,战略细分品类Tag,전략대분류_KO,전략세부분류_KO,전략Tag_신뢰도,ST_대표장르_KO,ST_세부장르_KO,Qimai_장르_KO,매출집계_시작일,매출집계_종료일,출시일_기준,iOS_Net_USD_12개월,Gross_USD_12개월,Gross_KRW_원_12개월,Gross_KRW_억원_12개월,App_ID,AppStore_URL,Qimai_URL,SensorTower_URL,개발사_위치_중문,개발사_위치_한글,개발사_지역_중문,개발사_지역_한글,개발사_위치_위도,개발사_위치_경도,개발사_위치_신뢰도,개발사_위치_근거,iOS_Gross_KRW_원_12개월,iOS_Gross_KRW_억원_12개월,iOS_Gross_USD_12개월,최근12개월_Gross_USD_12개월,최근12개월_Gross_KRW_원_12개월,최근12개월_Gross_KRW_억원_12개월,최근12개월_iOS_Net_USD_12개월,최근12개월_매출집계_시작일,최근12개월_매출집계_종료일,최근12개월_iOS_Gross_KRW_원_12개월,최근12개월_iOS_Gross_KRW_억원_12개월,최근12개월_iOS_Gross_USD_12개월
416,宝可梦大集结,宝可梦大集结,텐센트,腾讯,MOBA,5v5 공정 MOBA,MOBA,5v5 공정 MOBA,상,패밀리,패밀리/캐주얼,패밀리/캐주얼,2024-11-07,2025-11-06,Qimai_출시일,4841023.16999999,13831494.771428542,20193982366.28567,201.93982366285672,6447675106,https://apps.apple.com/cn/app/id6447675106,https://www.qimai.cn/app/baseinfo/appid/6447675106/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/bao-ke-meng-da-ji-jie/6447675106/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,10096991183.142836,100.96991183142836,6915747.385714271,673273.571428571,982979414.2857136,9.829794142857137,235645.74999999985,2025-06-01,2026-05-31,491489707.1428568,4.914897071428569,336636.7857142855
417,热血街篮,热血街篮,JJ월드/징지스제,竞技世界,경기/스포츠·레이싱,스포츠,경기/스포츠·레이싱,스포츠,상,스포츠,스포츠/액션,스포츠/액션,2020-03-11,2021-03-10,Qimai_출시일,4774438.39,13641252.542857142,19916228712.571423,199.16228712571427,1481553652,https://apps.apple.com/cn/app/id1481553652,https://www.qimai.cn/app/baseinfo/appid/1481553652/country/cn,https://app.sensortower.com/ios/cn/jjworld-chengdu-network-technology-co-ltd/app/re-xie-jie-lan/1481553652/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: 竞技世界 → 北京,9958114356.285711,99.58114356285714,6820626.271428571,1535348.5428571433,2241608872.5714293,22.416088725714292,537371.9900000001,2025-06-01,2026-05-31,1120804436.2857146,11.208044362857146,767674.2714285717
418,海滨消消乐,海滨消消乐,해피엘리먼츠,乐元素,"머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성",상,패밀리,패밀리/퍼즐,패밀리/益智解谜,2017-01-12,2018-01-11,SensorTower_출시일,4753194.6199999945,13580556.057142843,19827611843.42855,198.2761184342855,1115609641,https://apps.apple.com/cn/app/id1115609641,https://www.qimai.cn/app/baseinfo/appid/1115609641/country/cn,https://app.sensortower.com/ios/cn/shanghai-happy-elements-network-technology-development-co-ltd/app/hai-bin-xiao-xiao-le/1115609641/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: 乐元素 → 北京,9913805921.714275,99.13805921714275,6790278.028571421,3774543.314285714,5510833238.857142,55.108332388571434,1321090.16,2025-06-01,2026-05-31,2755416619.428571,27.554166194285717,1887271.657142857
419,武侠大明星-割草闯江湖,武侠大明星-割草闯江湖,光棱工作室,星火成炬工作室,카드게임,수집/육성 카드,카드게임,수집/육성 카드,상,카드,카드/캐주얼,카드/캐주얼,2024-03-21,2025-03-20,Qimai_출시일,4679173.740000002,13369067.828571435,19518839029.714294,195.18839029714297,6476966808,https://apps.apple.com/cn/app/id6476966808,https://www.qimai.cn/app/baseinfo/appid/6476966808/country/cn,https://app.sensortower.com/ios/cn/guang-leng-gong-zuo-shi/app/wu-xia-da-ming-xing-ge-cao-chuang-jiang-hu/6476966808/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 光棱 → 上海,9759419514.857147,97.59419514857149,6684533.9142857175,727168.2285714288,1061665613.7142859,10.616656137142858,254508.88,2025-06-01,2026-05-31,530832806.8571429,5.308328068571429,363584.1142857144
420,冲啊原始人,冲啊原始人,BoxGames (Beijing) Technology,"BoxGames (Beijing) Technology Co., LTD",캐주얼,방치,캐주얼,방치,상,카드,카드/전략,카드/전략,2024-01-25,2025-01-24,Qimai_출시일,4539143.040000003,12968980.114285722,18934710966.85715,189.34710966857156,6446892071,https://apps.apple.com/cn/app/id6446892071,https://www.qimai.cn/app/baseinfo/appid/6446892071/country/cn,https://app.sensortower.com/ios/cn/boxgames-beijing-technology-co-ltd/app/chong-a-yuan-shi-ren/6446892071/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: Beijing → 北京,9467355483.428576,94.67355483428578,6484490.057142861,1798162.7142857153,2625317562.8571444,26.253175628571444,629356.9500000003,2025-06-01,2026-05-31,1312658781.4285722,13.126587814285722,899081.3571428576
421,云・燕云十六声,云・燕云十六声,넷이즈,网易,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG,RPG,2024-12-31,2025-12-30,Qimai_출시일,4517696.61,12907704.600000001,18845248716.000004,188.45248716000003,6479516692,https://apps.apple.com/cn/app/id6479516692,https://www.qimai.cn/app/baseinfo/appid/6479516692/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/yun-yan-yun-shi-liu-sheng/6479516692/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,9422624358.000002,94.22624358000002,6453852.300000001,19506243.714285724,28479115822.85716,284.7911582285716,6827185.300000003,2025-06-01,2026-05-31,14239557911.42858,142.3955791142858,9753121.857142862
422,《攻城掠地》手机游戏软件（移动）,《攻城掠地》手机游戏软件（移动）,Shanghai Game Reign Network Technology,"Shanghai Game Reign Network Technology Co., Ltd.",SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,어드벤처,어드벤처/전략,어드벤처/전략,2019-03-25,2020-03-24,SensorTower_출시일,4505880.889999998,12873945.399999995,18795960283.999992,187.95960283999992,1444310665,https://apps.apple.com/cn/app/id1444310665,https://www.qimai.cn/app/baseinfo/appid/1444310665/country/cn,https://app.sensortower.com/ios/cn/shanghai-game-reign-network-technology-co-ltd/app/gong-cheng-lue-di-shou-ji-you-xi-ruan-jian-yi-dong/1444310665/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: Shanghai → 上海,9397980141.999996,93.97980141999996,6436972.699999997,7298004.600000002,10655086716.000004,106.55086716000004,2554301.610000001,2025-06-01,2026-05-31,5327543358.000002,53.27543358000002,3649002.300000001
423,射雕,射雕,넷이즈,网易,MMORPG,MMORPG,MMORPG,MMORPG,상,어드벤처,어드벤처/RPG,어드벤처/RPG,2024-03-25,2025-03-24,Qimai_출시일,4464457.589999999,12755593.114285711,18623165946.85714,186.2316594685714,6443461229,https://apps.apple.com/cn/app/id6443461229,https://www.qimai.cn/app/baseinfo/appid/6443461229/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/she-diao/6443461229/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,9311582973.42857,93.1158297342857,6377796.557142856,3136245.057142857,4578917783.428571,45.7891778342857,1097685.7699999998,2025-06-01,2026-05-31,2289458891.7142854,22.89458891714285,1568122.5285714285
424,手机反恐特别行动,手机反恐特别行动,TBGames,TBGames,비행 슈팅,비행 슈팅,비행 슈팅,비행 슈팅,상,어드벤처,어드벤처/액션,어드벤처/액션,2023-12-08,2024-12-07,Qimai_출시일,4414180.080000001,12611943.08571429,18413436905.142864,184.13436905142865,6448353442,https://apps.apple.com/cn/app/id6448353442,https://www.qimai.cn/app/baseinfo/appid/6448353442/country/cn,https://app.sensortower.com/ios/cn/tbgames/app/shou-ji-fan-kong-te-bie-xing-dong/6448353442/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,9206718452.571432,92.06718452571432,6305971.542857145,11354929.400000013,16578196924.00002,165.7819692400002,3974225.2900000047,2025-06-01,2026-05-31,8289098462.00001,82.8909846200001,5677464.700000007
425,梦想协奏曲！少女乐团派对！,梦想协奏曲！少女乐团派对！,빌리빌리,哔哩哔哩,경기/스포츠·레이싱,파티게임,경기/스포츠·레이싱,파티게임,상,음악,음악,음악,2019-05-30,2020-05-29,Qimai_출시일,4412646.409999996,12607561.17142856,18407039310.285694,184.07039310285697,1300107673,https://apps.apple.com/cn/app/id1300107673,https://www.qimai.cn/app/baseinfo/appid/1300107673/country/cn,https://app.sensortower.com/ios/cn/shanghai-hode-information-technology-co-ltd/app/meng-xiang-xie-zou-qu-shao-nu-le-tuan-pai-dui/1300107673/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 哔哩哔哩 → 上海,9203519655.142847,92.03519655142848,6303780.58571428,11125020.285714293,16242529617.142868,162.42529617142867,3893757.100000002,2025-06-01,2026-05-31,8121264808.571434,81.21264808571433,5562510.142857146
426,假日乐消消,假日乐消消,해피엘리먼츠,乐元素,"머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성","머지, 퍼즐, 합성",상,퍼즐,퍼즐/캐주얼,益智解谜/캐주얼,2025-06-25,2026-06-24,Qimai_출시일,4318677.54,12339078.685714286,18015054881.142857,180.15054881142856,6740021287,https://apps.apple.com/cn/app/id6740021287,https://www.qimai.cn/app/baseinfo/appid/6740021287/country/cn,https://app.sensortower.com/ios/cn/shanghai-happy-elements-network-technology-development-co-ltd/app/jia-ri-le-xiao-xiao/6740021287/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: 乐元素 → 北京,9007527440.571428,90.07527440571428,6169539.342857143,11508262.485714285,16802063229.142857,168.02063229142857,4027891.869999999,2025-06-01,2026-05-31,8401031614.571428,84.01031614571428,5754131.242857142
427,群星纪元,群星纪元,Shenzhen Jingxiu Network Technology,"Beijing Ruyi JIngxiu Network Technology Co., Ltd.",SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,전략,전략,전략,2025-04-17,2026-04-16,Qimai_출시일,4238808.000000001,12110880.000000004,17681884800.000004,176.81884800000003,6737089883,https://apps.apple.com/cn/app/id6737089883,https://www.qimai.cn/app/baseinfo/appid/6737089883/country/cn,https://app.sensortower.com/ios/cn/beijing-ruyi-jingxiu-network-technology-co-ltd/app/qun-xing-ji-yuan/6737089883/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: Beijing → 北京,8840942400.000002,88.40942400000002,6055440.000000002,4359270.400000002,6364534784.000003,63.64534784000002,1525744.6400000008,2025-06-01,2026-05-31,3182267392.0000014,31.82267392000001,2179635.200000001
428,无限轮回-搜打撤,无限轮回-搜打撤,大梦龙途 (Dod Joy),"Dod Joy Co., Ltd.",ARPG,ARPG,ARPG,ARPG,상,RPG,RPG,RPG,2026-02-10,2027-02-09,Qimai_출시일,4216346.869999998,12046705.34285714,17588189800.571423,175.88189800571422,6758011935,https://apps.apple.com/cn/app/id6758011935,https://www.qimai.cn/app/baseinfo/appid/6758011935/country/cn,https://app.sensortower.com/ios/cn/dod-joy-co-ltd/app/wu-xian-lun-hui-sou-da-che/6758011935/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,8794094900.285711,87.94094900285711,6023352.67142857,11234134.971428566,16401837058.285706,164.01837058285705,3931947.239999998,2025-06-01,2026-05-31,8200918529.142853,82.00918529142852,5617067.485714283
429,歧路旅人：大陆的霸者,歧路旅人：大陆的霸者,넷이즈,网易,SLG/전략게임,라이트 SLG,SLG/전략게임,라이트 SLG,상,RPG,RPG/전략,RPG/전략,2024-05-15,2025-05-14,Qimai_출시일,4141514.48,11832898.514285713,17276031830.857143,172.76031830857144,6456408928,https://apps.apple.com/cn/app/id6456408928,https://www.qimai.cn/app/baseinfo/appid/6456408928/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/qi-lu-lu-ren-da-lu-de-ba-zhe/6456408928/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,8638015915.428572,86.38015915428572,5916449.257142857,2995818.9428571425,4373895656.571428,43.73895656571428,1048536.6299999998,2025-06-01,2026-05-31,2186947828.285714,21.86947828285714,1497909.4714285713
430,我的休闲时光,我的休闲时光,Skydreams,"Skydreams CO., LTD.",경영/시뮬레이션,도시건설 경영,경영/시뮬레이션,도시건설 경영,상,시뮬레이션,시뮬레이션/캐주얼,시뮬레이션/캐주얼,2024-03-31,2025-03-30,Qimai_출시일,4118827.3900000006,11768078.25714286,17181394255.428577,171.81394255428577,1669193324,https://apps.apple.com/cn/app/id1669193324,https://www.qimai.cn/app/baseinfo/appid/1669193324/country/cn,https://app.sensortower.com/ios/cn/skydreams-co-ltd/app/wo-de-xiu-xian-shi-guang/1669193324/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,8590697127.714289,85.90697127714289,5884039.12857143,16451049.942857148,24018532916.57144,240.18532916571436,5757867.480000001,2025-06-01,2026-05-31,12009266458.28572,120.09266458285718,8225524.971428574
431,仙境传说RO：天天打波利,仙境传说RO：天天打波利,XD/신동 네트워크,心动网络,캐주얼,방치,캐주얼,방치,상,RPG,RPG/단어,RPG/字谜,2016-04-27,2017-04-26,Qimai_출시일,4118673.909999999,11767639.742857141,17180754024.571426,171.80754024571425,1070092192,https://apps.apple.com/cn/app/id1070092192,https://www.qimai.cn/app/baseinfo/appid/1070092192/country/cn,https://app.sensortower.com/ios/cn/x-d-network-inc/app/xian-jing-chuan-shuo-ro-tian-tian-da-bo-li/1070092192/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 心动网络 → 上海,8590377012.285713,85.90377012285713,5883819.871428571,536957.5428571426,783958012.5714283,7.839580125714283,187935.1399999999,2025-06-01,2026-05-31,391979006.28571415,3.9197900628571416,268478.7714285713
432,海岛奇兵 (Boom Beach),海岛奇兵 (Boom Beach),텐센트,腾讯,SLG/전략게임,라이트 SLG,SLG/전략게임,라이트 SLG,상,전략,전략/액션,전략/액션,2022-11-03,2023-11-02,Qimai_출시일,4098216.650000002,11709190.428571435,17095418025.714294,170.95418025714295,1634177358,https://apps.apple.com/cn/app/id1634177358,https://www.qimai.cn/app/baseinfo/appid/1634177358/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/hai-dao-qi-bing-boom-beach/1634177358/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,8547709012.857147,85.47709012857148,5854595.214285717,22201574.02857143,32414298081.714294,324.1429808171429,7770550.910000001,2025-06-01,2026-05-31,16207149040.857147,162.07149040857146,11100787.014285715
433,欢乐麻将,欢乐麻将,텐센트,腾讯,보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,보드,보드/카드,보드/카드,2013-10-25,2014-10-24,SensorTower_출시일,4056207.769999999,11589165.057142854,16920180983.428566,169.20180983428565,689180123,https://apps.apple.com/cn/app/id689180123,https://www.qimai.cn/app/baseinfo/appid/689180123/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/huan-le-ma-jiang/689180123/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,8460090491.714283,84.60090491714283,5794582.528571427,50507070.05714288,73740322283.4286,737.403222834286,17677474.520000007,2025-06-01,2026-05-31,36870161141.7143,368.701611417143,25253535.02857144
434,物华弥新,物华弥新,빌리빌리,哔哩哔哩,SRPG,SRPG,SRPG,SRPG,상,RPG,RPG,RPG,2024-04-17,2025-04-16,Qimai_출시일,4039142.690000001,11540407.68571429,16848995221.142862,168.48995221142863,6451475797,https://apps.apple.com/cn/app/id6451475797,https://www.qimai.cn/app/baseinfo/appid/6451475797/country/cn,https://app.sensortower.com/ios/cn/shanghai-hode-information-technology-co-ltd/app/wu-hua-mi-xin/6451475797/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 哔哩哔哩 → 上海,8424497610.571431,84.24497610571431,5770203.842857145,2475305.3714285726,3613945842.285717,36.13945842285717,866356.8800000006,2025-06-01,2026-05-31,1806972921.1428585,18.069729211428584,1237652.6857142863
435,奥奇传说-精灵收集养成对战,奥奇传说-精灵收集养成对战,톈티 네트워크,天梯网络,SRPG,SRPG,SRPG,SRPG,상,전략,전략/어드벤처,전략/어드벤처,2021-04-14,2022-04-13,Qimai_출시일,4033353.339999999,11523866.685714284,16824845361.142855,168.24845361142854,1542294576,https://apps.apple.com/cn/app/id1542294576,https://www.qimai.cn/app/baseinfo/appid/1542294576/country/cn,https://app.sensortower.com/ios/cn/yan-zhou-tian-ti-wang-luo-ke-ji-you-xian-gong-si/app/ao-qi-chuan-shuo-jing-ling-shou-ji-yang-cheng-dui-zhan/1542294576/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 天梯网络 → 深圳,8412422680.571427,84.12422680571427,5761933.342857142,3196880.942857146,4667446176.571432,46.67446176571432,1118908.3300000008,2025-06-01,2026-05-31,2333723088.285716,23.33723088285716,1598440.471428573
436,光·遇,光·遇,넷이즈,网易,캐주얼,라이트 경쟁,캐주얼,라이트 경쟁,상,패밀리,패밀리/어드벤처,패밀리/어드벤처,2019-06-20,2020-06-19,Qimai_출시일,3999300.81,11426573.742857143,16682797664.571428,166.82797664571427,1344733855,https://apps.apple.com/cn/app/id1344733855,https://www.qimai.cn/app/baseinfo/appid/1344733855/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/guang-yu/1344733855/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,8341398832.285714,83.41398832285714,5713286.871428572,98578499.19999996,143924608831.99994,1439.2460883199994,34502474.719999984,2025-06-01,2026-05-31,71962304415.99997,719.6230441599997,49289249.59999998
437,JJ麻将-欢乐血流地方麻将全集,JJ麻将-欢乐血流地方麻将全集,JJ월드/징지스제,竞技世界,보드/체스/마작,대중 체스/마작/카드,보드/체스/마작,대중 체스/마작/카드,상,카드,카드/보드,카드/보드,2024-01-17,2025-01-16,SensorTower_출시일,3992857.019999997,11408162.914285706,16655917854.857132,166.5591785485713,601750163,https://apps.apple.com/cn/app/id601750163,https://www.qimai.cn/app/baseinfo/appid/601750163/country/cn,https://app.sensortower.com/ios/cn/jjworld-beijing-network-technology-company-limited/app/jjma-jiang-huan-le-xie-liu-di-fang-ma-jiang-quan-ji/601750163/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: 竞技世界 → 北京,8327958927.428566,83.27958927428566,5704081.457142853,9691289.42857143,14149282565.714287,141.49282565714287,3391951.3,2025-06-01,2026-05-31,7074641282.857143,70.74641282857144,4845644.714285715
438,战舰帝国-新春庆典,战舰帝国-新春庆典,先奇 陈,先奇 陈,카드게임,수집/육성 카드,카드게임,수집/육성 카드,상,RPG,RPG/카드,RPG/카드,2016-11-18,2017-11-17,SensorTower_출시일,3937138.4399999976,11248966.971428566,16423491778.285706,164.23491778285705,1174694004,https://apps.apple.com/cn/app/id1174694004,https://www.qimai.cn/app/baseinfo/appid/1174694004/country/cn,https://app.sensortower.com/ios/cn/xian-qi-chen/app/zhan-jian-di-guo-xin-chun-qing-dian/1174694004/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,8211745889.142853,82.11745889142853,5624483.485714283,614004.3999999999,896446424.0,8.964464239999998,214901.53999999995,2025-06-01,2026-05-31,448223212.0,4.482232119999999,307002.19999999995
439,三剑豪-3D武侠大世界,三剑豪-3D武侠大世界,Windplay,Windplay,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,RPG,RPG/액션,RPG/액션,2014-03-04,2015-03-03,Qimai_출시일,3913808.410000001,11182309.742857147,16326172224.571434,163.26172224571434,668876977,https://apps.apple.com/cn/app/id668876977,https://www.qimai.cn/app/baseinfo/appid/668876977/country/cn,https://app.sensortower.com/ios/cn/windplay/app/san-jian-hao-3dwu-xia-da-shi-jie/668876977/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,8163086112.285717,81.63086112285717,5591154.8714285735,1279534.428571427,1868120265.7142832,18.681202657142833,447837.04999999946,2025-06-01,2026-05-31,934060132.8571416,9.340601328571417,639767.2142857135
440,七日世界,七日世界,넷이즈,网易,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/어드벤처,RPG/어드벤처,2025-04-23,2026-04-22,Qimai_출시일,3863024.1200000015,11037211.77142858,16114329186.285727,161.14329186285727,6737880257,https://apps.apple.com/cn/app/id6737880257,https://www.qimai.cn/app/baseinfo/appid/6737880257/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/qi-ri-shi-jie/6737880257/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,8057164593.142863,80.57164593142863,5518605.88571429,7549908.88571429,11022866973.142862,110.22866973142862,2642468.1100000013,2025-06-01,2026-05-31,5511433486.571431,55.11433486571431,3774954.442857145
441,奥拉星-3D宠物养成对战手游,奥拉星-3D宠物养成对战手游,톈티 네트워크,天梯网络,SRPG,SRPG,SRPG,SRPG,상,전략,전략/어드벤처,전략/어드벤처,2019-09-19,2020-09-18,SensorTower_출시일,3839823.739999998,10970924.971428566,16017550458.285706,160.17550458285706,1437356983,https://apps.apple.com/cn/app/id1437356983,https://www.qimai.cn/app/baseinfo/appid/1437356983/country/cn,https://app.sensortower.com/ios/cn/yan-zhou-tian-ti-wang-luo-ke-ji-you-xian-gong-si/app/ao-la-xing-3dchong-wu-yang-cheng-dui-zhan-shou-you/1437356983/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 天梯网络 → 深圳,8008775229.142853,80.08775229142853,5485462.485714283,581924.0285714285,849609081.7142856,8.496090817142855,203673.41,2025-06-01,2026-05-31,424804540.8571428,4.248045408571428,290962.01428571425
442,王国之歌：英雄与征服,王国之歌：英雄与征服,北京萤火互娱科技有限公司,北京萤火互娱科技有限公司,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,전략,전략/어드벤처,전략/어드벤처,2024-04-26,2025-04-25,Qimai_출시일,3825987.810000001,10931393.742857145,15959834864.571432,159.5983486457143,6478942429,https://apps.apple.com/cn/app/id6478942429,https://www.qimai.cn/app/baseinfo/appid/6478942429/country/cn,https://app.sensortower.com/ios/cn/bei-jing-ying-huo-hu-yu-ke-ji-you-xian-gong-si/app/wang-guo-zhi-ge-ying-xiong-yu-zheng-fu/6478942429/,北京,베이징,北京市,베이징시,39.9042,116.4074,medium,법인/개발사명 도시 단서: 北京,7979917432.285716,79.79917432285716,5465696.871428573,162839.57142857157,237745774.28571448,2.377457742857145,56993.85000000004,2025-06-01,2026-05-31,118872887.14285724,1.1887288714285724,81419.78571428578
443,永夜降临：复苏,永夜降临：复苏,시위에 네트워크,诗悦网络,카드게임,수집/육성 카드,카드게임,수집/육성 카드,상,카드,카드,카드,2025-02-27,2026-02-26,Qimai_출시일,3786677.23,10819077.799999999,15795853587.999998,157.95853587999997,1658746846,https://apps.apple.com/cn/app/id1658746846,https://www.qimai.cn/app/baseinfo/appid/1658746846/country/cn,https://app.sensortower.com/ios/cn/meng-qu-you-xi/app/yong-ye-jiang-lin-fu-su/1658746846/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,7897926793.999999,78.97926793999999,5409538.899999999,1245845.2857142857,1818934117.1428568,18.18934117142857,436045.85,2025-06-01,2026-05-31,909467058.5714284,9.094670585714285,622922.6428571428
444,云・逆水寒,云・逆水寒,넷이즈,网易,MMORPG,MMORPG,MMORPG,MMORPG,상,RPG,RPG,RPG,2023-05-19,2024-05-18,Qimai_출시일,3737486.47,10678532.771428572,15590657846.285715,155.90657846285714,1670032934,https://apps.apple.com/cn/app/id1670032934,https://www.qimai.cn/app/baseinfo/appid/1670032934/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/yun-ni-shui-han/1670032934/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,7795328923.142858,77.95328923142857,5339266.385714286,7552401.457142861,11026506127.428577,110.26506127428577,2643340.510000001,2025-06-01,2026-05-31,5513253063.714289,55.132530637142885,3776200.7285714303
445,斗破苍穹：巅峰对决,斗破苍穹：巅峰对决,중국모바일게임엔터/CMGE,中手游,서브컬처,서브컬처,서브컬처,서브컬처,상,RPG,RPG/액션,RPG/액션,2024-06-06,2025-06-05,Qimai_출시일,3725850.560000001,10645287.314285716,15542119478.857145,155.42119478857146,6451241596,https://apps.apple.com/cn/app/id6451241596,https://www.qimai.cn/app/baseinfo/appid/6451241596/country/cn,https://app.sensortower.com/ios/cn/zhong-shou-you/app/dou-po-cang-qiong-dian-feng-dui-jue/6451241596/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 中手游 → 深圳,7771059739.428573,77.71059739428573,5322643.657142858,1046390.5428571424,1527730192.5714278,15.277301925714278,366236.6899999998,2025-06-01,2026-05-31,763865096.2857139,7.638650962857139,523195.2714285712
446,发条总动员,发条总动员,문톤,沐瞳科技,캐주얼,라이트 경쟁,캐주얼,라이트 경쟁,상,캐주얼,캐주얼/액션,캐주얼/액션,2025-08-27,2026-08-26,Qimai_출시일,3715853.049999999,10616722.999999998,15500415579.999998,155.00415579999998,6740221237,https://apps.apple.com/cn/app/id6740221237,https://www.qimai.cn/app/baseinfo/appid/6740221237/country/cn,https://app.sensortower.com/ios/cn/moonton-games/app/fa-tiao-zong-dong-yuan/6740221237/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 沐瞳 → 上海,7750207789.999999,77.50207789999999,5308361.499999999,10469029.257142855,15284782715.428568,152.84782715428568,3664160.2399999993,2025-06-01,2026-05-31,7642391357.714284,76.42391357714284,5234514.628571427
